0.20 0.0270645
0.23443674 0.0270645
0.235431659 0.026287988
0.239127867 0.023751755
0.242824076 0.021215523
0.246520284 0.01867929
0.250216493 0.016143057
0.253912701 0.013606825
0.25760891 0.011070592
0.261305118 0.008534359
0.265001327 0.005998127
0.268697536 0.003461894
0.272393744 0.000925661
0.276089953 -0.001610571
0.279786161 -0.003924486
0.28348237 -0.004705408
0.287178578 -0.004353608
0.290874787 -0.003251253
0.294570995 -0.001650409
0.298267204 -0.00016132
0.301963412 0.001191523
0.305659621 0.002417256
0.309355829 0.003525014
0.313052038 0.004523933
0.316748246 0.00542315
0.320444455 0.006231799
0.324140664 0.006959017
0.327836872 0.007613938
0.331533081 0.008205699
0.335229289 0.008742818
0.338925498 0.009227519
0.342621706 0.009661373
0.346317915 0.010046469
0.350014123 0.010384897
0.353710332 0.010678747
0.35740654 0.010930107
0.361102749 0.011141069
0.364798957 0.011313721
0.368495166 0.011450154
0.372191374 0.011552458
0.375887583 0.011622721
0.379583791 0.011663035
0.38328 0.011675488
0.67778 0.011675488
0.88578 0.011675488
0.93828 0.011675488
