0.20 -0.0270645
0.23443674 -0.0270645
0.235431659 -0.0262853
0.239127867 -0.023740287
0.242824076 -0.021195274
0.246520284 -0.018650262
0.250216493 -0.016105249
0.253912701 -0.013560236
0.25760891 -0.011073083
0.261305118 -0.009361539
0.265001327 -0.008506607
0.268697536 -0.0083245
0.272393744 -0.0083245
0.276089953 -0.0083245
0.279786161 -0.0083245
0.28348237 -0.0083245
0.287178578 -0.0083245
0.290874787 -0.0083245
0.294570995 -0.0083245
0.298267204 -0.0083245
0.301963412 -0.0083245
0.305659621 -0.0083245
0.309355829 -0.0083245
0.313052038 -0.0083245
0.316748246 -0.0083245
0.320444455 -0.0083245
0.324140664 -0.0083245
0.327836872 -0.0083245
0.331533081 -0.0083245
0.335229289 -0.0083245
0.338925498 -0.0083245
0.342621706 -0.0083245
0.346317915 -0.0083245
0.350014123 -0.0083245
0.353710332 -0.0083245
0.35740654 -0.0083245
0.361102749 -0.0083245
0.364798957 -0.0083245
0.368495166 -0.0083245
0.372191374 -0.0083245
0.375887583 -0.0083245
0.379583791 -0.0083245
0.38328 -0.0083245
0.4 -0.0083245
0.67 -0.0083245
0.67778 -0.0083245
0.88578 -0.015588
0.93828 -0.015588
