0.019940000	-0.01898
0.039939953	-0.01898
0.061879953	-0.00362
0.063279953	-0.00254
0.065209953	-0.00166
0.067269953	-0.00093
0.068949953	-0.00049
0.070859953	-0.00016
0.072239953	-0.00003
0.073349953	0
0.085269953	0
0.086269953	0
0.087329953	0
0.088409953	0
0.089519953	0
0.093619953	0
0.093679953	0
0.096469953	0
0.100019953	0
0.102809953	0
0.107989953	0
0.113399953	0
0.124719953	0
0.144409953	0
0.179609953	0
0.189999953	0
0.460719953	0
0.492219953	0
0.532219953	0
0.792519953	-0.01364
0.812000000 -0.01364
1.000000000 -0.01364
