0.019940000	0.03502
0.039939953	0.03502
0.061879953	0.020286852
0.063279953	0.019346724
0.065209953	0.01805069
0.067269953	0.016667359
0.068949953	0.015539206
0.070859953	0.014256603
0.072239953	0.013329905
0.073349953	0.012584518
0.085269953	0.00458
0.086269953	0.00418
0.087329953	0.00388
0.088409953	0.0037
0.089519953	0.00364
0.093619953	0.0039
0.093679953	0.00391
0.096469953	0.00462
0.100019953	0.00609
0.102809953	0.00727
0.107989953	0.00925
0.113399953	0.01102
0.124719953	0.01398
0.144409953	0.01738
0.179609953	0.01989
0.189999953	0.02
0.460719953	0.02
0.492219953	0.02
0.532219953	0.02
0.792519953	0.02
0.812000000	0.02
01.00000000	0.02
