-0.08770    -0.1071
-0.02009    -0.1071
-0.00635    -0.00278
-0.00318	-0.00193
0.000000    -0.00193
0.049180    -0.00999
0.391400    -0.00999
0.651800    -0.02360
0.671700	-0.02360
